id,zipcode,best_season,property_price,sale_scenario_1,profit_scenario_1,sale_scenario_2,profit_scenario_2
3750603492,98001,Fall,185000.0,0.0,0.0,203500.0,18500.0
3751604895,98001,Fall,165000.0,0.0,0.0,181500.0,16500.0
7905400040,98001,Fall,206000.0,0.0,0.0,226600.0,20600.0
3599600150,98001,Fall,201000.0,0.0,0.0,221100.0,20100.0
1021049057,98001,Fall,207000.0,0.0,0.0,227700.0,20700.0
4013800206,98001,Fall,199000.0,0.0,0.0,218900.0,19900.0
9543000205,98001,Fall,139950.0,0.0,0.0,153945.0,13995.0
8159610150,98001,Fall,234950.0,246697.5,11747.5,0.0,0.0
3353402390,98001,Fall,171500.0,0.0,0.0,188650.0,17150.0
3422049158,98001,Fall,246000.0,258300.0,12300.0,0.0,0.0
6143600555,98001,Fall,229950.0,241447.5,11497.5,0.0,0.0
3750603685,98001,Fall,250000.0,262500.0,12500.0,0.0,0.0
3353400840,98001,Fall,230000.0,241500.0,11500.0,0.0,0.0
3751602249,98001,Fall,205000.0,0.0,0.0,225500.0,20500.0
321049193,98001,Fall,215000.0,0.0,0.0,236500.0,21500.0
3751600430,98001,Fall,250000.0,262500.0,12500.0,0.0,0.0
9543000896,98001,Fall,237000.0,248850.0,11850.0,0.0,0.0
7696500280,98001,Fall,182500.0,0.0,0.0,200750.0,18250.0
7696630080,98001,Fall,197000.0,0.0,0.0,216700.0,19700.0
4031000460,98001,Fall,199500.0,0.0,0.0,219450.0,19950.0
1521049156,98001,Fall,255000.0,267750.0,12750.0,0.0,0.0
3322049095,98001,Fall,240000.0,252000.0,12000.0,0.0,0.0
8856003525,98001,Fall,183500.0,0.0,0.0,201850.0,18350.0
7696620100,98001,Fall,254999.0,267748.95,12749.950000000012,0.0,0.0
3356402020,98001,Fall,230000.0,241500.0,11500.0,0.0,0.0
8856004415,98001,Fall,168000.0,0.0,0.0,184800.0,16800.0
3356403400,98001,Fall,159000.0,0.0,0.0,174900.0,15900.0
3353401340,98001,Fall,199900.0,0.0,0.0,219890.0,19990.0
16000397,98002,Summer,189000.0,0.0,0.0,207900.0,18900.0
1202000200,98002,Summer,233000.0,244650.0,11650.0,0.0,0.0
6131600075,98002,Summer,225000.0,236250.0,11250.0,0.0,0.0
9500900135,98002,Summer,200000.0,0.0,0.0,220000.0,20000.0
6131600060,98002,Summer,214000.0,224700.0,10700.0,0.0,0.0
3224800075,98002,Summer,234000.0,245700.0,11700.0,0.0,0.0
16000435,98002,Summer,218500.0,229425.0,10925.0,0.0,0.0
1450100070,98002,Summer,208000.0,218400.0,10400.0,0.0,0.0
1821059264,98002,Summer,224000.0,235200.0,11200.0,0.0,0.0
3915500045,98002,Summer,180000.0,0.0,0.0,198000.0,18000.0
7335400400,98002,Summer,176250.0,0.0,0.0,193875.0,17625.0
7345000340,98002,Summer,208000.0,218400.0,10400.0,0.0,0.0
3313600340,98002,Summer,183000.0,0.0,0.0,201300.0,18300.0
8698600055,98002,Summer,210000.0,220500.0,10500.0,0.0,0.0
835000055,98002,Summer,175000.0,0.0,0.0,192500.0,17500.0
3021059155,98002,Summer,161500.0,0.0,0.0,177650.0,16150.0
7877400266,98002,Summer,206000.0,0.0,0.0,226600.0,20600.0
2891100820,98002,Summer,213500.0,224175.0,10675.0,0.0,0.0
7468900245,98002,Summer,188200.0,0.0,0.0,207020.0,18820.0
7335400215,98002,Summer,95000.0,0.0,0.0,104500.0,9500.0
7140800100,98002,Summer,125000.0,0.0,0.0,137500.0,12500.0
7338000850,98002,Summer,183000.0,0.0,0.0,201300.0,18300.0
7116500705,98002,Summer,156000.0,0.0,0.0,171600.0,15600.0
2891000680,98002,Summer,195000.0,0.0,0.0,214500.0,19500.0
6858700225,98002,Summer,199950.0,0.0,0.0,219945.0,19995.0
7140600190,98002,Summer,233500.0,245175.0,11675.0,0.0,0.0
3224800010,98002,Summer,235000.0,246750.0,11750.0,0.0,0.0
7116000425,98002,Summer,150000.0,0.0,0.0,165000.0,15000.0
7338001190,98002,Summer,215000.0,225750.0,10750.0,0.0,0.0
8698100170,98002,Summer,111300.0,0.0,0.0,122430.0,11130.0
1735800050,98002,Summer,142500.0,0.0,0.0,156750.0,14250.0
7331900290,98002,Summer,230000.0,241500.0,11500.0,0.0,0.0
3802000020,98002,Summer,154950.0,0.0,0.0,170445.0,15495.0
304000380,98002,Summer,197000.0,0.0,0.0,216700.0,19700.0
4399210130,98002,Summer,225500.0,236775.0,11275.0,0.0,0.0
7335400500,98002,Summer,194900.0,0.0,0.0,214390.0,19490.0
1450300050,98002,Summer,224950.0,236197.5,11247.5,0.0,0.0
7335400345,98002,Summer,135000.0,0.0,0.0,148500.0,13500.0
5198600005,98002,Summer,195000.0,0.0,0.0,214500.0,19500.0
1821059067,98002,Summer,200000.0,0.0,0.0,220000.0,20000.0
1018000110,98002,Summer,224000.0,235200.0,11200.0,0.0,0.0
1202000140,98002,Summer,160000.0,0.0,0.0,176000.0,16000.0
3339900640,98002,Summer,200000.0,0.0,0.0,220000.0,20000.0
7889000125,98002,Summer,235000.0,246750.0,11750.0,0.0,0.0
1921059235,98002,Summer,215000.0,225750.0,10750.0,0.0,0.0
7345200400,98002,Summer,205000.0,0.0,0.0,225500.0,20500.0
1921059045,98002,Summer,195000.0,0.0,0.0,214500.0,19500.0
7889000160,98002,Summer,222000.0,233100.0,11100.0,0.0,0.0
7140600055,98002,Summer,207000.0,0.0,0.0,227700.0,20700.0
7331900270,98002,Summer,235000.0,246750.0,11750.0,0.0,0.0
7116500125,98002,Summer,189000.0,0.0,0.0,207900.0,18900.0
7338000800,98002,Summer,185000.0,0.0,0.0,203500.0,18500.0
7468900270,98002,Summer,140000.0,0.0,0.0,154000.0,14000.0
6131600240,98002,Summer,190000.0,0.0,0.0,209000.0,19000.0
5125400385,98002,Summer,220000.0,231000.0,11000.0,0.0,0.0
7338000150,98002,Summer,160000.0,0.0,0.0,176000.0,16000.0
1450000210,98002,Summer,179500.0,0.0,0.0,197450.0,17950.0
7338000730,98002,Summer,167000.0,0.0,0.0,183700.0,16700.0
8581400450,98002,Summer,159995.0,0.0,0.0,175994.5,15999.5
2597500840,98002,Summer,209950.0,220447.5,10497.5,0.0,0.0
1721059069,98002,Summer,235000.0,246750.0,11750.0,0.0,0.0
3224900130,98002,Summer,223000.0,234150.0,11150.0,0.0,0.0
1450100020,98002,Summer,208000.0,218400.0,10400.0,0.0,0.0
6131600285,98002,Summer,195500.0,0.0,0.0,215050.0,19550.0
5198600010,98002,Summer,180000.0,0.0,0.0,198000.0,18000.0
1450100420,98002,Summer,205000.0,0.0,0.0,225500.0,20500.0
6131600255,98002,Summer,202500.0,0.0,0.0,222750.0,20250.0
1450000050,98002,Summer,201000.0,0.0,0.0,221100.0,20100.0
7116000225,98002,Summer,190000.0,0.0,0.0,209000.0,19000.0
9150100020,98002,Summer,189000.0,0.0,0.0,207900.0,18900.0
7468900235,98002,Summer,163500.0,0.0,0.0,179850.0,16350.0
7140600225,98002,Summer,137000.0,0.0,0.0,150700.0,13700.0
7806210250,98002,Summer,235000.0,246750.0,11750.0,0.0,0.0
7335400020,98002,Summer,219500.0,230475.0,10975.0,0.0,0.0
7345000120,98002,Summer,206000.0,0.0,0.0,226600.0,20600.0
3021059175,98002,Summer,235000.0,246750.0,11750.0,0.0,0.0
2891000450,98002,Summer,229500.0,240975.0,11475.0,0.0,0.0
8581400015,98002,Summer,189900.0,0.0,0.0,208890.0,18990.0
7345200650,98002,Summer,219200.0,230160.0,10960.0,0.0,0.0
4399210110,98002,Summer,232603.0,244233.15,11630.149999999994,0.0,0.0
9499200220,98002,Summer,234000.0,245700.0,11700.0,0.0,0.0
3313600077,98002,Summer,185000.0,0.0,0.0,203500.0,18500.0
7335400065,98002,Summer,229950.0,241447.5,11497.5,0.0,0.0
7877400245,98002,Summer,193000.0,0.0,0.0,212300.0,19300.0
7983200060,98003,Spring,230000.0,0.0,0.0,253000.0,23000.0
921049315,98003,Spring,199000.0,0.0,0.0,218900.0,19900.0
3584000310,98003,Spring,225000.0,0.0,0.0,247500.0,22500.0
1745100140,98003,Spring,210000.0,0.0,0.0,231000.0,21000.0
7511800070,98003,Spring,264000.0,277200.0,13200.0,0.0,0.0
7203000640,98003,Spring,215000.0,0.0,0.0,236500.0,21500.0
2329500260,98003,Spring,232500.0,0.0,0.0,255750.0,23250.0
421049116,98003,Spring,216000.0,0.0,0.0,237600.0,21600.0
7683800192,98003,Spring,179950.0,0.0,0.0,197945.0,17995.0
7203000465,98003,Spring,245000.0,257250.0,12250.0,0.0,0.0
4322300340,98003,Spring,265000.0,278250.0,13250.0,0.0,0.0
2268000370,98003,Spring,190000.0,0.0,0.0,209000.0,19000.0
2190601049,98003,Spring,212000.0,0.0,0.0,233200.0,21200.0
4131500140,98003,Spring,175000.0,0.0,0.0,192500.0,17500.0
5151600480,98003,Spring,248000.0,260400.0,12400.0,0.0,0.0
1140000050,98003,Spring,215000.0,0.0,0.0,236500.0,21500.0
2268000470,98003,Spring,241500.0,253575.0,12075.0,0.0,0.0
7875400050,98003,Spring,212000.0,0.0,0.0,233200.0,21200.0
3391900130,98003,Spring,258750.0,271687.5,12937.5,0.0,0.0
2268000050,98003,Spring,229900.0,0.0,0.0,252890.0,22990.0
2191600780,98003,Spring,219000.0,0.0,0.0,240900.0,21900.0
4222310290,98003,Spring,253000.0,265650.0,12650.0,0.0,0.0
2345500010,98003,Spring,210500.0,0.0,0.0,231550.0,21050.0
7941600220,98003,Spring,219900.0,0.0,0.0,241890.0,21990.0
5149800040,98003,Spring,255000.0,267750.0,12750.0,0.0,0.0
3275310220,98003,Spring,244000.0,256200.0,12200.0,0.0,0.0
4322300140,98003,Spring,265000.0,278250.0,13250.0,0.0,0.0
7941600390,98003,Spring,225000.0,0.0,0.0,247500.0,22500.0
2821049082,98003,Spring,225000.0,0.0,0.0,247500.0,22500.0
537000416,98003,Spring,250000.0,262500.0,12500.0,0.0,0.0
3275300270,98003,Spring,250000.0,262500.0,12500.0,0.0,0.0
103400160,98003,Spring,263000.0,276150.0,13150.0,0.0,0.0
7466900320,98003,Spring,242000.0,254100.0,12100.0,0.0,0.0
7682200320,98003,Spring,197400.0,0.0,0.0,217140.0,19740.0
9315100210,98003,Spring,227490.0,0.0,0.0,250239.0,22749.0
2329600040,98003,Spring,158000.0,0.0,0.0,173800.0,15800.0
3375300360,98003,Spring,217500.0,0.0,0.0,239250.0,21750.0
2190600243,98003,Spring,210000.0,0.0,0.0,231000.0,21000.0
4222310220,98003,Spring,235500.0,0.0,0.0,259050.0,23550.0
7683800212,98003,Spring,229000.0,0.0,0.0,251900.0,22900.0
2268000180,98003,Spring,230000.0,0.0,0.0,253000.0,23000.0
2501600150,98003,Spring,194000.0,0.0,0.0,213400.0,19400.0
4222310010,98003,Spring,267950.0,281347.5,13397.5,0.0,0.0
2329600280,98003,Spring,225900.0,0.0,0.0,248490.0,22590.0
7683800010,98003,Spring,205000.0,0.0,0.0,225500.0,20500.0
7943000020,98003,Spring,183000.0,0.0,0.0,201300.0,18300.0
271200130,98003,Spring,215000.0,0.0,0.0,236500.0,21500.0
7984400005,98003,Spring,253500.0,266175.0,12675.0,0.0,0.0
4222310680,98003,Spring,240000.0,252000.0,12000.0,0.0,0.0
3584000180,98003,Spring,253400.0,266070.0,12670.0,0.0,0.0
643000110,98003,Spring,247500.0,259875.0,12375.0,0.0,0.0
1745000090,98003,Spring,208000.0,0.0,0.0,228800.0,20800.0
7575600610,98003,Spring,265000.0,278250.0,13250.0,0.0,0.0
5153900150,98003,Spring,205000.0,0.0,0.0,225500.0,20500.0
4348800030,98004,Spring,727500.0,0.0,0.0,800250.0,72750.0
708000030,98004,Spring,888000.0,0.0,0.0,976800.0,88800.0
8146100270,98004,Spring,824000.0,0.0,0.0,906400.0,82400.0
7000100631,98004,Spring,730000.0,0.0,0.0,803000.0,73000.0
4395600060,98004,Spring,935000.0,981750.0,46750.0,0.0,0.0
3861400030,98004,Spring,950000.0,997500.0,47500.0,0.0,0.0
6344000060,98004,Spring,760000.0,0.0,0.0,836000.0,76000.0
824059083,98004,Spring,993000.0,1042650.0,49650.0,0.0,0.0
824059277,98004,Spring,985000.0,1034250.0,49250.0,0.0,0.0
292000070,98004,Spring,895000.0,0.0,0.0,984500.0,89500.0
1552100135,98004,Spring,1150000.0,1207500.0,57500.0,0.0,0.0
1651500060,98004,Spring,845000.0,0.0,0.0,929500.0,84500.0
3860400100,98004,Spring,950000.0,997500.0,47500.0,0.0,0.0
1266200015,98004,Spring,805500.0,0.0,0.0,886050.0,80550.0
249000115,98004,Spring,650000.0,0.0,0.0,715000.0,65000.0
7000100850,98004,Spring,569000.0,0.0,0.0,625900.0,56900.0
1561600025,98004,Spring,712500.0,0.0,0.0,783750.0,71250.0
8146300025,98004,Spring,772000.0,0.0,0.0,849200.0,77200.0
7963900100,98004,Spring,680000.0,0.0,0.0,748000.0,68000.0
1872900076,98004,Spring,979000.0,1027950.0,48950.0,0.0,0.0
824059211,98004,Spring,800000.0,0.0,0.0,880000.0,80000.0
4389201064,98004,Spring,810000.0,0.0,0.0,891000.0,81000.0
644200090,98004,Spring,921000.0,967050.0,46050.0,0.0,0.0
2425700005,98004,Spring,760000.0,0.0,0.0,836000.0,76000.0
644000185,98004,Spring,875000.0,0.0,0.0,962500.0,87500.0
3210600010,98004,Spring,635000.0,0.0,0.0,698500.0,63500.0
9533600185,98004,Spring,985000.0,1034250.0,49250.0,0.0,0.0
686900010,98004,Spring,898000.0,942900.0,44900.0,0.0,0.0
8084400010,98004,Spring,650000.0,0.0,0.0,715000.0,65000.0
4122700020,98004,Spring,850000.0,0.0,0.0,935000.0,85000.0
2344300122,98004,Spring,900000.0,945000.0,45000.0,0.0,0.0
6043400006,98004,Spring,815000.0,0.0,0.0,896500.0,81500.0
1925059049,98004,Spring,775000.0,0.0,0.0,852500.0,77500.0
3025059136,98004,Spring,800000.0,0.0,0.0,880000.0,80000.0
524059093,98004,Spring,775000.0,0.0,0.0,852500.0,77500.0
1056200010,98004,Spring,750000.0,0.0,0.0,825000.0,75000.0
2025059150,98004,Spring,1038000.0,1089900.0,51900.0,0.0,0.0
685000265,98004,Spring,825000.0,0.0,0.0,907500.0,82500.0
2925059294,98004,Spring,860000.0,0.0,0.0,946000.0,86000.0
8146100410,98004,Spring,760000.0,0.0,0.0,836000.0,76000.0
5078400090,98004,Spring,915000.0,960750.0,45750.0,0.0,0.0
4389201021,98004,Spring,1014250.0,1064962.5,50712.5,0.0,0.0
2387000110,98004,Spring,898000.0,942900.0,44900.0,0.0,0.0
7000100775,98004,Spring,625000.0,0.0,0.0,687500.0,62500.0
540100056,98004,Spring,843500.0,0.0,0.0,927850.0,84350.0
4389200610,98004,Spring,903000.0,948150.0,45150.0,0.0,0.0
3537900180,98004,Spring,700000.0,0.0,0.0,770000.0,70000.0
686900030,98004,Spring,999950.0,1049947.5,49997.5,0.0,0.0
650000030,98004,Spring,745000.0,0.0,0.0,819500.0,74500.0
711000070,98004,Spring,730000.0,0.0,0.0,803000.0,73000.0
2025059204,98004,Spring,1013050.0,1063702.5,50652.5,0.0,0.0
6669000070,98004,Spring,1000000.0,1050000.0,50000.0,0.0,0.0
685000160,98004,Spring,770000.0,0.0,0.0,847000.0,77000.0
2450000320,98004,Spring,607000.0,0.0,0.0,667700.0,60700.0
524059208,98004,Spring,650000.0,0.0,0.0,715000.0,65000.0
3860900111,98004,Spring,695000.0,0.0,0.0,764500.0,69500.0
250000320,98004,Spring,626000.0,0.0,0.0,688600.0,62600.0
644000102,98004,Spring,650000.0,0.0,0.0,715000.0,65000.0
686800070,98004,Spring,895000.0,0.0,0.0,984500.0,89500.0
824059293,98004,Spring,943500.0,990675.0,47175.0,0.0,0.0
9808700370,98004,Spring,899000.0,943950.0,44950.0,0.0,0.0
629000730,98004,Spring,745000.0,0.0,0.0,819500.0,74500.0
644200065,98004,Spring,1030000.0,1081500.0,51500.0,0.0,0.0
2344300220,98004,Spring,1100000.0,1155000.0,55000.0,0.0,0.0
8146300180,98004,Spring,860000.0,0.0,0.0,946000.0,86000.0
8146100610,98004,Spring,672000.0,0.0,0.0,739200.0,67200.0
629000410,98004,Spring,915000.0,960750.0,45750.0,0.0,0.0
8146100580,98004,Spring,765000.0,0.0,0.0,841500.0,76500.0
524059052,98004,Spring,975000.0,1023750.0,48750.0,0.0,0.0
8086000201,98004,Spring,875000.0,0.0,0.0,962500.0,87500.0
629000704,98004,Spring,1000000.0,1050000.0,50000.0,0.0,0.0
4122700040,98004,Spring,860000.0,0.0,0.0,946000.0,86000.0
6684500040,98004,Spring,725000.0,0.0,0.0,797500.0,72500.0
8146300020,98004,Spring,723000.0,0.0,0.0,795300.0,72300.0
6664000130,98004,Spring,635250.0,0.0,0.0,698775.0,63525.0
644210020,98004,Spring,780000.0,0.0,0.0,858000.0,78000.0
2450000275,98004,Spring,595000.0,0.0,0.0,654500.0,59500.0
9534400010,98004,Spring,965800.0,1014090.0,48290.0,0.0,0.0
1561600095,98004,Spring,1058000.0,1110900.0,52900.0,0.0,0.0
9533100080,98004,Spring,781000.0,0.0,0.0,859100.0,78100.0
3835500005,98004,Spring,1100000.0,1155000.0,55000.0,0.0,0.0
3323500010,98004,Spring,1150000.0,1207500.0,57500.0,0.0,0.0
3210700170,98004,Spring,650000.0,0.0,0.0,715000.0,65000.0
3210700380,98004,Spring,640000.0,0.0,0.0,704000.0,64000.0
5078400210,98004,Spring,921000.0,967050.0,46050.0,0.0,0.0
4389200761,98004,Spring,1100000.0,1155000.0,55000.0,0.0,0.0
3394100230,98004,Spring,1050000.0,1102500.0,52500.0,0.0,0.0
8146300205,98004,Spring,725000.0,0.0,0.0,797500.0,72500.0
2591700037,98004,Spring,746000.0,0.0,0.0,820600.0,74600.0
4100000140,98005,Summer,640000.0,0.0,0.0,704000.0,64000.0
7811200310,98005,Summer,635000.0,0.0,0.0,698500.0,63500.0
9542000075,98005,Summer,700000.0,735000.0,35000.0,0.0,0.0
9560700055,98005,Summer,550000.0,0.0,0.0,605000.0,55000.0
9512000140,98005,Summer,755000.0,792750.0,37750.0,0.0,0.0
7811210320,98005,Summer,549000.0,0.0,0.0,603900.0,54900.0
3584900160,98005,Summer,565000.0,0.0,0.0,621500.0,56500.0
9542400025,98005,Summer,720000.0,756000.0,36000.0,0.0,0.0
7811100100,98005,Summer,566000.0,0.0,0.0,622600.0,56600.0
2330000015,98005,Summer,740000.0,777000.0,37000.0,0.0,0.0
3584900090,98005,Summer,577000.0,0.0,0.0,634700.0,57700.0
514500090,98005,Summer,550000.0,0.0,0.0,605000.0,55000.0
7811000020,98005,Summer,490000.0,0.0,0.0,539000.0,49000.0
6205500280,98005,Summer,576000.0,0.0,0.0,633600.0,57600.0
2785000290,98005,Summer,675000.0,0.0,0.0,742500.0,67500.0
514500235,98005,Summer,411100.0,0.0,0.0,452210.0,41110.0
1546600020,98005,Summer,760000.0,798000.0,38000.0,0.0,0.0
9542000050,98005,Summer,615000.0,0.0,0.0,676500.0,61500.0
6189200345,98005,Summer,738950.0,775897.5,36947.5,0.0,0.0
1153000040,98005,Summer,650000.0,0.0,0.0,715000.0,65000.0
514500195,98005,Summer,556000.0,0.0,0.0,611600.0,55600.0
1726600120,98005,Summer,729032.0,765483.6,36451.59999999998,0.0,0.0
9541600015,98005,Summer,660000.0,0.0,0.0,726000.0,66000.0
7811220070,98005,Summer,490000.0,0.0,0.0,539000.0,49000.0
3260000340,98005,Summer,732600.0,769230.0,36630.0,0.0,0.0
3260000700,98005,Summer,530000.0,0.0,0.0,583000.0,53000.0
6206100075,98005,Summer,700000.0,735000.0,35000.0,0.0,0.0
6206100030,98005,Summer,550000.0,0.0,0.0,605000.0,55000.0
3260000570,98005,Summer,735000.0,771750.0,36750.0,0.0,0.0
3260200200,98005,Summer,580000.0,0.0,0.0,638000.0,58000.0
1546600565,98005,Summer,705000.0,740250.0,35250.0,0.0,0.0
9541800075,98005,Summer,685650.0,719932.5,34282.5,0.0,0.0
2330000035,98005,Summer,710000.0,745500.0,35500.0,0.0,0.0
1546600230,98005,Summer,726000.0,762300.0,36300.0,0.0,0.0
3260000120,98005,Summer,599380.0,0.0,0.0,659318.0,59938.0
7811100230,98005,Summer,650000.0,0.0,0.0,715000.0,65000.0
9542850580,98005,Summer,760000.0,798000.0,38000.0,0.0,0.0
1153000150,98005,Summer,744500.0,781725.0,37225.0,0.0,0.0
1727000680,98005,Summer,699000.0,733950.0,34950.0,0.0,0.0
5076900010,98005,Summer,530000.0,0.0,0.0,583000.0,53000.0
9560700010,98005,Summer,549800.0,0.0,0.0,604780.0,54980.0
9542850290,98005,Summer,710000.0,745500.0,35500.0,0.0,0.0
9541600255,98005,Summer,762450.0,800572.5,38122.5,0.0,0.0
687600010,98005,Summer,753000.0,790650.0,37650.0,0.0,0.0
9542400010,98005,Summer,745000.0,782250.0,37250.0,0.0,0.0
3425059099,98005,Summer,625000.0,0.0,0.0,687500.0,62500.0
9541600280,98005,Summer,620000.0,0.0,0.0,682000.0,62000.0
5307100280,98005,Summer,680000.0,0.0,0.0,748000.0,68000.0
3425059066,98005,Summer,618000.0,0.0,0.0,679800.0,61800.0
5076700115,98005,Summer,529941.0,0.0,0.0,582935.1,52994.09999999998
424059052,98005,Summer,400000.0,0.0,0.0,440000.0,40000.0
1777500060,98006,Winter,527700.0,0.0,0.0,580470.0,52770.0
6071600370,98006,Winter,500000.0,0.0,0.0,550000.0,50000.0
1687900520,98006,Winter,673000.0,706650.0,33650.0,0.0,0.0
2200500350,98006,Winter,500000.0,0.0,0.0,550000.0,50000.0
2201500030,98006,Winter,420000.0,0.0,0.0,462000.0,42000.0
6073200075,98006,Winter,625000.0,656250.0,31250.0,0.0,0.0
1324059104,98006,Winter,691100.0,725655.0,34555.0,0.0,0.0
6067910030,98006,Winter,664000.0,697200.0,33200.0,0.0,0.0
9346980140,98006,Winter,605000.0,0.0,0.0,665500.0,60500.0
2205500575,98006,Winter,390000.0,0.0,0.0,429000.0,39000.0
6067900060,98006,Winter,565000.0,0.0,0.0,621500.0,56500.0
9429500045,98006,Winter,428750.0,0.0,0.0,471625.0,42875.0
1777500160,98006,Winter,718000.0,753900.0,35900.0,0.0,0.0
2592210160,98006,Winter,719000.0,754950.0,35950.0,0.0,0.0
2205500400,98006,Winter,542000.0,0.0,0.0,596200.0,54200.0
1951820070,98006,Winter,491500.0,0.0,0.0,540650.0,49150.0
6067900640,98006,Winter,391000.0,0.0,0.0,430100.0,39100.0
6071600270,98006,Winter,495000.0,0.0,0.0,544500.0,49500.0
1951700700,98006,Winter,530000.0,0.0,0.0,583000.0,53000.0
2600000510,98006,Winter,686000.0,720300.0,34300.0,0.0,0.0
7856700990,98006,Winter,655000.0,687750.0,32750.0,0.0,0.0
6072100140,98006,Winter,500000.0,0.0,0.0,550000.0,50000.0
2600100370,98006,Winter,723000.0,759150.0,36150.0,0.0,0.0
5566100060,98006,Winter,490000.0,0.0,0.0,539000.0,49000.0
2203500570,98006,Winter,437000.0,0.0,0.0,480700.0,43700.0
2024059084,98006,Winter,625000.0,656250.0,31250.0,0.0,0.0
2206700295,98006,Winter,453000.0,0.0,0.0,498300.0,45300.0
6071700160,98006,Winter,603500.0,0.0,0.0,663850.0,60350.0
2202500110,98006,Winter,430000.0,0.0,0.0,473000.0,43000.0
4035900015,98006,Winter,659500.0,692475.0,32975.0,0.0,0.0
2205700405,98006,Winter,479000.0,0.0,0.0,526900.0,47900.0
5603700025,98006,Winter,732000.0,768600.0,36600.0,0.0,0.0
2201500490,98006,Winter,435000.0,0.0,0.0,478500.0,43500.0
6072100490,98006,Winter,527500.0,0.0,0.0,580250.0,52750.0
1777500090,98006,Winter,680000.0,714000.0,34000.0,0.0,0.0
5603800110,98006,Winter,586000.0,0.0,0.0,644600.0,58600.0
1777600490,98006,Winter,675000.0,708750.0,33750.0,0.0,0.0
6072300110,98006,Winter,550000.0,0.0,0.0,605000.0,55000.0
6072400820,98006,Winter,525000.0,0.0,0.0,577500.0,52500.0
7805450110,98006,Winter,736000.0,772800.0,36800.0,0.0,0.0
8562800250,98006,Winter,596000.0,0.0,0.0,655600.0,59600.0
6071900130,98006,Winter,550000.0,0.0,0.0,605000.0,55000.0
1672000020,98006,Winter,711800.0,747390.0,35590.0,0.0,0.0
6072650290,98006,Winter,560000.0,0.0,0.0,616000.0,56000.0
